,uuid,predicate_id,predicate_label,obj_label,sub_label,sub_uri,gender
497,835fb957-e212-4aff-9e9e-b5117a22a790,P20,place of death,Vienna,Hermann Nothnagel,Q73361,male
498,6e4ae850-3441-40f2-9d78-dfdc299b9c5b,P20,place of death,Canterbury,John Kemp,Q284092,male
499,3bb5b0bf-c1fe-42c8-82d3-588d877ed1a5,P20,place of death,Dresden,Giovanni Alberto Ristori,Q174633,male
500,769c4682-75b6-4906-937f-361a9183310a,P20,place of death,Rome,Girolamo Frescobaldi,Q209212,male
501,537657b6-213c-4442-af5b-21f7742e6500,P20,place of death,Sofia,Princess Marie Louise of Bourbon-Parma,Q235823,female
502,b6e9845e-e5a0-4a4c-b175-9c51535be63c,P20,place of death,Naples,Francesco di Maria,Q2440034,male
503,e348a7f8-7475-471e-86c0-d0bbe8f651be,P20,place of death,Paris,Jean Gallon,Q154949,male
504,d2ea7c40-ae4f-408e-aeeb-34d544d4a81c,P20,place of death,Paris,Jacques Cousteau,Q83233,male
505,01cc73ad-cfcb-4331-a581-6895c090b837,P20,place of death,Stockholm,Sofia Kovalevskaya,Q184535,female
506,00ebd0ff-ca57-4b0d-87f2-36d84ee5a8f8,P20,place of death,Paris,Georges Rouault,Q156128,male
507,cb14fc42-1418-499d-9199-0b656c699765,P20,place of death,Ljubljana,Josip Murn,Q1278140,male
508,64fd801f-e7f6-45c3-96a1-05485899dcac,P20,place of death,India,Fred Ruiz Castro,Q2598029,male
509,97db30db-861d-42bd-b336-e6309b19bf8d,P20,place of death,Rome,Giovanni Lanfranco,Q447730,male
510,13b0c747-8cc5-4cc4-a864-0c680e7013df,P20,place of death,Aleppo,Sa'd al-Dawla,Q3460374,male
511,0cf88aec-766a-48fa-9e1d-a12ca3e14384,P20,place of death,Karachi,Ra'ana Liaquat Ali Khan,Q1951764,female
512,a2b01feb-0017-4338-b4d8-da9bbf2bb0df,P20,place of death,Japan,Jiro Yoshihara,Q2303860,male
513,07acf898-964a-4e71-b379-a18a7f8a9762,P20,place of death,Brighton,Henry Michell Wagner,Q17423487,male
514,6added67-d287-4af7-b53c-6ab3f2aea1b0,P20,place of death,Beirut,William Hawi,Q4116097,male
515,39c88915-4e28-472a-912f-a4d5bb013408,P20,place of death,Berlin,Georg Wilhelm Friedrich Hegel,Q9235,male
516,9c8abaff-c2e1-4066-a15c-ff746cdc1392,P20,place of death,Edinburgh,Madeleine of Valois,Q231074,female
517,e761108d-fa22-4f61-8001-8a9ac3fc71a3,P20,place of death,Vermont,Steven Izenour,Q7614850,male
518,e60c4c98-4575-48bf-89f5-450ecf3beb7f,P20,place of death,London,Malcolm Sargent,Q731292,male
519,ee242b53-190c-4ab3-8085-3dcc07b92ed8,P20,place of death,Moscow,Vladimir Vinogradov,Q4111740,male
520,d5d74913-e797-4fa7-9321-02b1e3fa88f0,P20,place of death,Milan,Carlo Alberto Castigliano,Q983318,male
521,07924b18-8aa9-448f-85e4-635d1cb7990c,P20,place of death,Vilnius,Balys Sruoga,Q571888,male
522,8b37672a-f0d9-41f7-99e7-4b91147ef068,P20,place of death,Rome,Carla Accardi,Q2939027,female
523,067741fb-70ed-430f-8d27-173c8ce45be0,P20,place of death,Cambridge,George Martin Lane,Q1507861,male
524,7dce0988-77cf-4920-92c8-50c2301b4be1,P20,place of death,Naples,Eduardo Scarpetta,Q698096,male
525,91b6f106-9113-4397-ac26-0abc3fdef7f8,P20,place of death,Atlanta,Asa Griggs Candler,Q744866,male
526,023993dd-7025-4154-98ea-01bd3b81d86f,P20,place of death,Madrid,Buenaventura Durruti,Q208815,male
527,eed6cb31-6163-4a28-b897-0288d9809a6b,P20,place of death,Moscow,Lyubov Orlova,Q236229,female
528,6fb339e2-7bc6-429d-97e6-884b1d9c0fb0,P20,place of death,London,Lucian Freud,Q154594,male
529,ed3da948-72a1-4fcc-b5e7-c743e26ff409,P20,place of death,Caracas,Hugo Pimentel,Q15646837,male
530,343648ae-8988-464e-8601-aeb424c51db6,P20,place of death,London,Alfred Scott-Gatty,Q2645894,male
531,68e1f563-2f9b-4bd7-ad0a-f81df5242ad1,P20,place of death,Moscow,Eugen Slutsky,Q709432,male
532,409d8ca3-a90c-4b19-9857-7cd61c400be3,P20,place of death,Vienna,Bruno Pittermann,Q85112,male
533,23716630-3542-49d8-9aea-a9f3d765180b,P20,place of death,Paris,Curnonsky,Q2745779,male
534,35bc06a3-9f70-4ed8-8df6-6fac1984271a,P20,place of death,Zagreb,Rudi Supek,Q566766,male
535,3244f6f7-9a71-4812-93d0-8e3fe0f7743f,P20,place of death,Chicago,Margaret Walker,Q1236772,female
536,70f70e5f-71cc-4498-8df3-79112e68ba43,P20,place of death,Philadelphia,Matthew Pratt,Q6791089,male
537,608d7444-a6fd-400e-945f-4fb18ff995b0,P20,place of death,Oslo,Carl Marstrander,Q1039702,male
538,12fd3c25-e3cb-4620-b83a-4f537e92944f,P20,place of death,Paris,Fredegund,Q230898,female
539,b5f53ffb-1e91-4178-ac7d-241736ec7703,P20,place of death,Rome,Gaetano Mosca,Q351527,male
540,4d1dfb57-7245-4926-bd34-8ce404731955,P20,place of death,Jerusalem,Yehoshafat Harkabi,Q2561928,male
541,87efbffe-06b2-4353-9f49-7cc9ab31610f,P20,place of death,Paris,Paul Lemerle,Q2060957,male
542,f9b41578-4733-439e-bdb7-b14b5e7960e4,P20,place of death,Amsterdam,Samuel Sarphati,Q1997527,male
543,900d16e2-3ed6-44c4-9728-819f7dffa07d,P20,place of death,Rome,Maurizio Merli,Q695500,male
544,087da2a5-65b5-4856-b00e-b66f99fdb550,P20,place of death,Livingston,Agnes Sligh Turnbull,Q394646,female
545,10a8d8cc-69c8-4f8d-b4b0-ec9500d83348,P20,place of death,Rome,Decio Azzolino,Q1181870,male
546,02d7f440-e369-41c3-8466-83aeb7ed8952,P20,place of death,Tbilisi,Zakaria Paliashvili,Q732613,male
547,24745a19-c61c-4401-a84e-649d6379e78f,P20,place of death,Hamburg,Otto Schreier,Q86109,male
548,7dd068b3-612c-43dc-840e-054fd92a1453,P20,place of death,Tbilisi,Nino Chavchavadze,Q3651026,female
549,68bf0c3e-6154-4382-93b1-08252f9d83fb,P20,place of death,Verona,Lucius III,Q182474,male
550,de8d0deb-c399-41dc-ae89-fd222c897e57,P20,place of death,Philippines,Duarte Barbosa,Q1150753,male
551,b9cf154e-45d3-4c34-9b10-9f2fe237d0ee,P20,place of death,Stuttgart,Johann Nepomuk David,Q565484,male
552,7499694d-bc44-46b8-aaf8-c7f1f903370a,P20,place of death,Vancouver,Bruce Fairbairn,Q285116,male
553,96937d63-2769-4c2e-a411-e8fbebfd2c56,P20,place of death,Karachi,Ardeshir Cowasjee,Q146291,male
554,7913efb8-bbfb-4464-b3e3-cdbcc54ccb32,P20,place of death,Florence,Francesco Curradi,Q478602,male
555,ccb17cf2-f502-4102-a63b-116d1b4754df,P20,place of death,Bucharest,Dimitrie Paciurea,Q5277543,male
556,3cc1047f-fa5c-4f21-a501-0e106b4f3576,P20,place of death,Paris,Antoine Houdar de La Motte,Q586389,male
557,438fb6a6-8d18-4e97-8903-cb1eb6ef68cc,P20,place of death,Bern,Berchtold Haller,Q88381,male
558,22e0f85a-e110-4c2a-8f4e-8bc8ccb3ed3a,P20,place of death,Denmark,Sweyn II of Denmark,Q246812,male
559,8c461c20-bac7-4a93-a2ee-77284e379a07,P20,place of death,Toulouse,Didier Daurat,Q3026993,male
560,77e50fb8-a84e-48c9-8334-2bd0c0ca3c75,P20,place of death,Derby,Joseph Wright of Derby,Q214062,male
561,e8d3e779-7693-42c1-a1ca-e45de94e3595,P20,place of death,Florence,Sandro Botticelli,Q5669,male
562,a0166028-fb9e-4908-b10a-014cebdd234f,P20,place of death,Honolulu,Harold Sakata,Q499508,male
563,3d0264ad-00b3-4bcf-93df-0e908994f5c9,P20,place of death,Vienna,Prince Franz de Paula of Liechtenstein,Q898557,male
564,f50f45b8-3f9b-47c9-a54f-1fd02c5e7da9,P20,place of death,Moscow,Ruben Simonov,Q863098,male
565,92efdae8-0b54-4af9-bcc7-7a3f24d907a4,P20,place of death,Paris,Salomon Munk,Q66292,male
566,207f0140-8c4c-4b21-97b2-d8e9d640c39c,P20,place of death,London,Samuel Taylor Coleridge,Q82409,male
567,ca044eb4-92e4-40c1-9145-d25d3ec8d0df,P20,place of death,Paris,Max Nordau,Q472270,male
568,074ae77e-fab5-48f1-a635-88879b6c537d,P20,place of death,London,Solomon Hirschell,Q2299213,male
569,dcf9474d-5b53-4a41-a216-2205c407fb4c,P20,place of death,Tehran,Ali Mansur,Q1470765,male
570,44a478fb-554c-470e-9ea8-8db2cb2c0867,P20,place of death,Sacramento,Gladys Blake,Q18810908,female
571,7ab46958-a353-47b2-978e-585433a5b351,P20,place of death,Belmont,Theodore Levitt,Q61690,male
572,c095beb9-2899-4b84-b5f7-4faca6f5c72a,P20,place of death,Gibraltar,Leicester Smyth,Q16062504,male
573,2de35cb4-fd55-47fa-9336-698886c72366,P20,place of death,Rochester,John Van Voorhis,Q6261781,male
574,aa89522b-bee3-4a21-85b5-e308a7eb5ede,P20,place of death,Salzburg,Heinrich Lammasch,Q112023,male
575,9f1d0d10-4873-45df-9c5a-50376462290e,P20,place of death,Toronto,Steve Stavro,Q6381670,male
576,813fe10d-27c9-4ae0-b530-2df935fd7d3b,P20,place of death,Constantinople,Sergius I of Constantinople,Q142983,male
577,b9040dc5-d07f-4b8a-9fe3-f55fea186f1c,P20,place of death,Moscow,Yekaterina Furtseva,Q272437,female
578,915104f3-4201-4b80-97e0-6c58c315b7d5,P20,place of death,Ohio,Anna Harrison,Q255190,female
579,e533f3bb-3344-4e3d-b307-b5409e3e0493,P20,place of death,Paris,Boris Souvarine,Q893785,male
580,7c493c8c-fb43-45da-b501-ca0385d4200c,P20,place of death,Damascus,Tutush I,Q512593,male
581,5a7413f7-7e26-483d-9526-85281d354055,P20,place of death,Tbilisi,Vakhtang Chabukiani,Q1938767,male
582,610b79ab-f2e4-43d3-91b6-88a27a470d96,P20,place of death,Nuremberg,Martin Schalling the Younger,Q92213,male
583,bf0fadcc-8ee2-4341-8cf4-682cb73e66ec,P20,place of death,Istanbul,Refik Koraltan,Q452032,male
584,ff97fcdb-16b6-400c-8ce6-e6bafb71df0c,P20,place of death,Boston,Alexander Rich,Q481407,male
585,f3f2a14f-d918-4ddf-9164-020bf7feecaf,P20,place of death,Geneva,Uwe Barschel,Q62858,male
586,42935fb2-0eb8-4459-af28-2a11d29219a5,P20,place of death,Baltimore,Phillips Lee Goldsborough,Q648130,male
587,fc5c3093-35f3-410f-b9c6-994b15894c82,P20,place of death,Paris,Morvan Marchal,Q3324644,male
588,44f11765-89db-4cf6-a369-b71e4c8c11ea,P20,place of death,Alexandria,Ctesibius,Q41766,male
589,a698e2cd-4cf3-4e2c-9a2f-dd1d4cb3fe3f,P20,place of death,London,Edmund Curll,Q546924,male
590,229fd380-44d0-417d-9f05-f8749b239285,P20,place of death,London,John Pym,Q337437,male
591,83f9e453-715a-4851-bfdd-fd89baf12b68,P20,place of death,Jerusalem,Shmuel Salant,Q428672,male
592,e521662c-4f6a-4356-af14-71029ebdb721,P20,place of death,Cairo,Ibn Khaldun,Q9294,male
593,65adf552-76a3-4553-8622-2540b4e7e172,P20,place of death,Lviv,Roman Shukhevych,Q463766,male
594,6f24ddad-6a71-4df3-bce5-fdf764143a59,P20,place of death,Basel,Albert Nicholas,Q1375571,male
595,00cb20d6-f7e9-47bc-8c95-2107fb302eac,P20,place of death,Seville,Theudigisel,Q315444,male
596,da387739-346e-40fc-8561-db3b1ed44435,P20,place of death,Strasbourg,Sebastian Brant,Q60351,male
597,c5d0845a-38e0-4bcf-afea-d4f179c60710,P20,place of death,Mecca,Juhayman al-Otaybi,Q330662,male
598,82d0fa9d-5ce6-40cf-845c-9ed3e956e884,P20,place of death,Kolkata,Satish Ranjan Das,Q7426300,male
599,42213363-8df0-4a99-b93f-8d5b25e90190,P20,place of death,Berlin,Hugo Lederer,Q455549,male
600,4784df00-890a-4c53-8808-f572bd59406d,P20,place of death,Tokyo,Thomas Blake Glover,Q667495,male
601,d357d5d1-0191-4134-9ea8-afa8aecd3bfc,P20,place of death,Athens,Gina Bachauer,Q263697,female
602,f0bf54fd-730f-4574-a987-98cf40cf3e34,P20,place of death,Chicago,Aaron Montgomery Ward,Q4662269,male
603,2282200e-cba7-483f-8082-343ebc0a7033,P20,place of death,Basel,Sebastian Henricpetri,Q117611,male
604,f401ea8e-5c31-45ca-873f-3f8ff6a83171,P20,place of death,Baku,Tofiq Bahramov,Q448820,male
605,680cc68e-e6ee-449b-9efe-6332b6fd8bb8,P20,place of death,Barcelona,Josep Tarradellas i Joan,Q8005,male
606,9cbe38cf-6dc1-4fd7-bc14-bc494270d417,P20,place of death,Derby,Joan Waste,Q3303523,female
607,4c8a6c95-a0d0-411a-8510-9ca3a0010e0c,P20,place of death,Nuremberg,Wenzel Jamnitzer,Q90247,male
608,9df79a12-e238-4c2b-b9eb-f0a31c76f765,P20,place of death,London,Henry IV of England,Q161866,male
609,ffeadf94-d37a-49ba-878d-b2c8c442ef5d,P20,place of death,Berlin,Jan Bouman,Q788800,male
610,c16103dd-7e52-4896-a512-e645691c481d,P20,place of death,Munich,Thomas Nipperdey,Q70462,male
611,1bffa6ac-c352-47fb-9572-337e5531cfc6,P20,place of death,Warsaw,Agnieszka Osiecka,Q467368,female
612,669f5e8f-6046-4228-87f3-7ff918ec4ecd,P20,place of death,Yerevan,Anahit Tsitsikian,Q2567135,female
613,0f82976e-17fc-4069-8265-ff879fbbc695,P20,place of death,Philadelphia,Octavius Catto,Q7076836,male
614,54ed7f71-23a9-4800-9789-db5719b13c8f,P20,place of death,London,Benno Elkan,Q215597,male
615,d0fd8a99-7ecf-4761-b951-0c2f2aa81e4e,P20,place of death,Chicago,Greer Lankton,Q5605139,female
616,d89a246f-d3cf-45e0-87be-dbfa35c4a56a,P20,place of death,Vienna,Theophil Hansen,Q78638,male
617,bf1f96e7-f65e-46e4-b7cf-37455d757030,P20,place of death,Rome,Paolo Bertoli,Q1383046,male
618,3c2c28e0-d434-44df-a854-95f61a76e57a,P20,place of death,Paris,Gabriel Signoret,Q3093961,male
619,fbca5bf1-f014-454e-8b1d-5a88d1df4b0a,P20,place of death,Rome,Jugurtha,Q156173,male
620,a422bc46-9b27-4fe8-bdba-a5a9ba73bd1d,P20,place of death,Moscow,Franz Lefort,Q123646,male
621,bbf309e6-6d79-4ec8-bb25-d81c424c71d5,P20,place of death,Madrid,Claudio Coello,Q332466,male
622,053e49cc-31a7-4834-a163-18f6d35653b1,P20,place of death,Stockholm,Zarah Leander,Q46479,female
623,6404d5db-a338-4955-9225-26ff27ce1eef,P20,place of death,Atlanta,Elbert Tuttle,Q5353724,male
624,6366e5f2-98f7-4de9-9e69-5682fd9084ac,P20,place of death,London,Clifford Curzon,Q961193,male
625,81d0f2ef-9565-4787-97b4-40f1eec877e2,P20,place of death,Perth,Timothy Quinlan,Q7807469,male
626,d65b0c7f-fd52-41d9-9cd6-6b8c0277e0a5,P20,place of death,Lisbon,Carlos Botelho,Q1042763,male
627,a86425b0-8280-42be-a0fa-8db88b32a6c8,P20,place of death,Venice,Tomaso Albinoni,Q174606,male
628,cd83b86e-a031-4ddc-8f25-8b876a3286cd,P20,place of death,Helsinki,Paavo Nurmi,Q101942,male
629,6834f161-80cd-44aa-909e-d3170fce831f,P20,place of death,Paris,Hippolyte Le Bas,Q712867,male
630,5ffbac84-4b80-4958-933d-5604bfd0d855,P20,place of death,Rome,Antonio Marcello Barberini,Q887599,male
631,5da0da40-6f1f-4a23-8746-dc907f0e29c8,P20,place of death,Vienna,Leopold Kompert,Q78940,male
632,8a669af4-776e-42aa-9363-e729d5857f2c,P20,place of death,Santiago,Pablo de Rokha,Q1170260,male
633,0aadd013-c318-4f23-a532-93fe8e854183,P20,place of death,Basel,Thomas Erastus,Q123417,male
634,75d65cb7-8514-4e12-854f-94c16bb01feb,P20,place of death,Birmingham,"Herbert Austin, 1st Baron Austin",Q333855,male
635,27e83cc2-afca-4872-bc1d-74492dd861cc,P20,place of death,Lviv,Oswald Balzer,Q683535,male
636,060f9ff4-9619-49c0-9f2c-bb1356b7122d,P20,place of death,Alaska,Robert Kennicott,Q737964,male
637,a76bc34e-db68-47b7-9c01-027777b4c013,P20,place of death,Paris,Jean-Antoine Roucher,Q2715980,male
638,2e137dc5-15f7-4b62-b741-c1b0d5f31a48,P20,place of death,Berlin,Hans Scharoun,Q57481,male
639,e5e10e01-4c59-4449-96dc-0180da0e4db5,P20,place of death,Hagen,Christian Rohlfs,Q62992,male
640,76d23f64-a4c4-47da-81a3-8e597431921d,P20,place of death,Barcelona,Enric Sagnier,Q346159,male
641,9268ad50-fba2-4c1d-a277-d5e7f10fa73b,P20,place of death,Seattle,Dorothy Bullitt,Q5298331,female
642,76e63540-ea46-4c65-b4c2-0dbe996381b9,P20,place of death,Denmark,Piet Blom,Q1397864,male
643,c73a897f-db73-4207-a70d-4ed727e5032e,P20,place of death,Paris,Julien Augustin Joseph Mermet,Q3189346,male
644,027a2f78-35a5-489f-8613-f595310d94df,P20,place of death,Leiden,Frans van Schooten,Q767210,male
645,46df369c-fd77-475f-a000-944dd0bddc7e,P20,place of death,Dresden,Carl Georg Oscar Drude,Q63040,male
646,bf9ed4f2-a68a-4101-b1d4-58a81aa26a76,P20,place of death,Auckland,Fernando Pereira,Q705436,male
647,64756ba1-a9da-42fa-affa-5e5bc1412d7f,P20,place of death,London,Penelope Fitzgerald,Q267748,female
648,ca124926-044e-4b01-a6a8-2f7853cdfdf8,P20,place of death,Warsaw,Leopold Infeld,Q465488,male
649,e350af56-9c7e-40a2-8a3f-6f38a72d32d6,P20,place of death,Verona,Francesco Morone,Q1441160,male
650,1d5a075d-e836-47c1-9dbd-59d47a849aa1,P20,place of death,Rome,Clement I,Q42887,male
651,91f8d5a3-6487-4526-9b6c-569e8bfcde73,P20,place of death,Copenhagen,Frederik Vermehren,Q972293,male
652,3e0711e1-b229-499d-bc32-76028be75f92,P20,place of death,London,Tony Benn,Q332412,male
653,12722110-de6c-4910-9c63-8d0a370bfa4d,P20,place of death,Istanbul,Hasan Tahsini,Q3301436,male
654,9c17f45b-3cb1-457e-8502-759e8e986fee,P20,place of death,Guam,Pedro Calungsod,Q467246,male
655,0b4d00f2-a6c1-41b6-aba0-f133a831f6d1,P20,place of death,Paris,Paul Morand,Q272,male
656,fe61291e-3b6b-45e3-83cc-54bde5756a62,P20,place of death,Lisbon,Mariano Gago,Q367910,male
657,91bef47f-a23a-4b22-b3cf-dd15f8656c57,P20,place of death,Munich,Ludwig Thuille,Q702158,male
658,0f852b48-ede6-435a-be51-db6e0a5207be,P20,place of death,Rome,Robert Michels,Q57314,male
659,2bde7d8a-a3f4-40b9-b22f-daad131f34f9,P20,place of death,Paris,Chevalier de Saint-George,Q726953,male
660,8a237cc1-c3d7-40ae-a6cb-c92fd8433da6,P20,place of death,Paris,Louis XVII of France,Q49765,male
661,b66e25cc-e730-480f-9fb6-4734b6bebe77,P20,place of death,Tokyo,Kisho Kurokawa,Q358502,male
662,ea4a26e2-06b6-4742-9e24-7e77065cc0bc,P20,place of death,Paris,Pauline Viardot,Q122998,female
663,447881be-7913-4342-9632-3c45c13da02e,P20,place of death,Paris,Claude Fleury,Q929742,male
664,1d01cccd-744e-446a-b9f1-bde0a71d3c7d,P20,place of death,Philadelphia,Thomas Willing,Q500967,male
665,4a5cf1b1-80c6-4128-b27f-c788c7ee872a,P20,place of death,Paris,Maximilien Robespierre,Q44197,male
666,5133cdf1-101f-412b-9a14-960e37a05177,P20,place of death,Bologna,Alessandro Achillini,Q949162,male
667,60d2d3fc-4503-4dda-a0f2-647a85bd2029,P20,place of death,Florence,Zanobi Strozzi,Q1284002,male
668,0f1a77c6-9b1e-4ac2-9f4f-080088a8c252,P20,place of death,Bonn,Hans Riegel,Q85918,male
669,79c88d55-9885-4894-8729-cf3c971ef89e,P20,place of death,Venice,Giorgione,Q8459,male
670,8c7abaf4-54d0-461c-a686-2a25a0f23607,P20,place of death,Belgrade,Peter I of Serbia,Q211827,male
671,00834ce2-085a-45ab-8927-8730efbfb101,P20,place of death,London,Robert Cambert,Q427701,male
672,0fcc0c88-4326-43d9-9c17-a261e1b5dc7d,P20,place of death,Warsaw,L. L. Zamenhof,Q11758,male
673,7e154e02-a0a1-4202-b8aa-e9585f4e49ab,P20,place of death,Florence,Hugo Schiff,Q63766,male
674,388d2eda-9a63-43a7-89fc-a70df0086f5b,P20,place of death,Montreal,Thomas Storrow Brown,Q3525603,male
675,22af95b5-7c73-47da-a7ef-c8c27ffe2218,P20,place of death,Paris,Jean-Charles Pichegru,Q355643,male
676,88bc1512-f23f-41e9-9955-53ff146964cb,P20,place of death,Berlin,Christoph Schaffrath,Q564195,male
677,d312b899-8276-4d8a-a74e-c6cda0f4320f,P20,place of death,Istanbul,Jean-Baptiste Annibal Aubert du Bayet,Q473937,male
678,26030e6b-f50f-4afb-89b7-9b8d64c6cdd7,P20,place of death,Dublin,Robert MacBryde,Q3938350,male
679,6e85514f-0409-4c3e-b273-883d42643078,P20,place of death,Berlin,Albert Eulenburg,Q85339,male
680,546a2417-2ad9-4307-98c8-84d7d8983726,P20,place of death,Chicago,Ted Fujita,Q967509,male
681,71947001-eae5-444d-97a6-a44cddd8be7f,P20,place of death,Boston,Julius Eichberg,Q6309774,male
682,5a2b6a61-ba16-406f-af2e-5b77ae5826f8,P20,place of death,Kolkata,Nirmala Joshi,Q2586973,female
683,400cf70e-7e08-440d-a77f-090f6e7b9ea7,P20,place of death,Dresden,Christoph Bernhard,Q524156,male
684,4f87b085-aadc-4f7b-b5bc-06eb9217bc63,P20,place of death,Rome,Gianni Toti,Q1522649,male
685,54d4e821-d3c3-4b16-bab1-8f770846a06a,P20,place of death,Milan,Camillo Procaccini,Q366999,male
686,48d4df04-72bd-4e6a-86c4-dec8214aa64b,P20,place of death,Berlin,Otto Brahm,Q71903,male
687,d3d96ea7-cd30-4d1b-98f9-59e3ee63dffa,P20,place of death,Delhi,Roshanara Begum,Q7368827,female
688,513d7e45-5862-4a46-94c7-d8e3a2c6fb58,P20,place of death,Utrecht,Dick Bruna,Q628346,male
689,e05612eb-972d-4a7d-b225-952827bb0f79,P20,place of death,Cairo,Ibrahim Pasha of Egypt,Q311789,male
690,e827c0db-0698-42b6-8481-44da5ad58c42,P20,place of death,London,Francesco de Vico,Q1441283,male
691,63b7634e-80b6-4a06-92d9-a28f4700077d,P20,place of death,Mysore,K. Pattabhi Jois,Q1346713,male
692,ef0fa2ab-789d-4902-b1e3-c2c959ef2ced,P20,place of death,Paris,Auguste Vaillant,Q719813,male
693,787de6c3-511f-49cc-b816-7410503616f8,P20,place of death,Florence,Giovanni di Bicci de' Medici,Q333393,male
694,f38f6257-524c-4286-b426-edcef218f4c2,P20,place of death,Florence,Pietro Dandini,Q3382675,male
695,c3982edb-7515-43e8-8917-403d9affbeb5,P20,place of death,Amsterdam,Johannes Vingboons,Q2232496,male
696,b1e1aaf8-7e2f-4d6e-8fd2-c90c01d71ae5,P20,place of death,Berlin,Mathilde Mallinger,Q87727,female
697,565a6ddf-18b0-4abb-851c-c8f52f4b15da,P20,place of death,Copenhagen,Regin Dahl,Q2006467,male
698,37e98fba-3281-47e7-9729-ad86dee6d379,P20,place of death,Montreal,Joseph Frobisher,Q6283259,male
699,c2601b43-115f-499a-a394-55c8f15ded04,P20,place of death,Armagh,Flaithbertach mac Loingsig,Q1154328,male
700,4d7fb636-68a2-421b-ba9b-6b33511a112d,P20,place of death,Cheltenham,Frederick Carrington,Q5497496,male
701,e21de667-9377-4ade-89bf-e780f666056e,P20,place of death,Prague,Matthias Braun,Q695377,male
702,0255884b-7e4c-4103-a55c-30fb9b198ab9,P20,place of death,Libya,Mokhtar Belmokhtar,Q3275982,male
703,75abfe6e-ffb4-4fb7-9e1e-78c3b3fe944d,P20,place of death,Warwick,"William Parr, 1st Marquess of Northampton",Q2797815,male
704,9661e1e7-101b-4a49-8156-67ce7d9946d8,P20,place of death,London,Allan Hume,Q455438,male
705,50b7cbd0-85ab-4785-a9d8-924958d297ab,P20,place of death,Rome,Clement XII,Q133108,male
706,9f1f5662-5f8b-4991-926b-024c470b543b,P20,place of death,Amsterdam,Rijk de Gooyer,Q262886,male
707,b2945233-def3-44d5-aef3-5a2fb8d80fab,P20,place of death,Rome,Giorgio Levi Della Vida,Q387029,male
708,64c31451-fbc8-44cf-9149-ff9cb20ebcb3,P20,place of death,Lyon,Irenaeus,Q182123,male
709,d75cad97-f246-4b24-a83a-aeaddcc987cd,P20,place of death,Poland,Fausto Sozzini,Q505037,male
710,8b2a2538-1fbe-4649-af5d-955e7d60b648,P20,place of death,Prague,Bartholomeus Spranger,Q447682,male
711,352021be-eaa8-44eb-ab31-227db22d56f6,P20,place of death,Kabul,Pierre Louis Napoleon Cavagnari,Q185450,male
712,8825076a-d494-4d85-8847-feca484c5430,P20,place of death,Kiev,Gregory Tsamblak,Q723304,male
713,c3ed86c7-142a-49d6-8179-12bfb81becb1,P20,place of death,Athens,Stamatios Kleanthis,Q1371384,male
714,7243c166-e626-4e9d-9141-16d6fb3b712b,P20,place of death,Rome,Quirinus of Neuss,Q688884,male
715,d939c189-5b71-4caa-8d80-8475aab65536,P20,place of death,London,Charles Fleetwood,Q203007,male
716,2a50f35c-23ff-4946-ac5d-80176d2c00b6,P20,place of death,Barcelona,"Charles, Prince of Viana",Q470641,male
717,66777fc1-d06a-4b1e-8f35-ae67514c79fe,P20,place of death,Paris,Mike Zwerin,Q489252,male
718,b0fe4748-9ce9-4adc-97f9-0c2e556083af,P20,place of death,Georgetown,Joseph Desha,Q359460,male
719,bb97ebdd-c67a-42b5-9c10-49b481439246,P20,place of death,Philadelphia,John Sartain,Q3182429,male
720,1af04160-c373-4678-84b4-a5994b326a8d,P20,place of death,Anatolia,Saint Christopher,Q193507,male
721,6a51f236-7c64-49fb-8f7c-280e5c18e912,P20,place of death,Boston,Phillips Brooks,Q974734,male
722,af8f3fef-4951-40cf-be74-ea142440123f,P20,place of death,Wellington,Melvin Day,Q6813952,male
723,709cb403-a8b4-4152-80ef-d4dfd8d9bc1b,P20,place of death,Ipswich,Frederick Grinke,Q5497894,male
724,a2f1dc27-25a0-437c-997f-e500eef2f34e,P20,place of death,Philadelphia,Frederick August Wenderoth,Q1452782,male
725,6d81fc1b-61e5-480f-b3ac-fca2c017e0d4,P20,place of death,Rome,Francesco Satolli,Q1441295,male
726,167fbfbd-cc68-41df-be33-330670077289,P20,place of death,Moscow,Vera Gornostayeva,Q432219,female
727,7265235e-27f6-4cb0-8622-64f264ff013b,P20,place of death,Naples,Pietro Andrea Ziani,Q1374725,male
728,63a731a4-98ed-4df4-8f73-77073f47f749,P20,place of death,Melbourne,John Brack,Q117680,male
729,0fffe94d-ed82-472e-a2ad-4c2b9e851c92,P20,place of death,Berlin,Michael Sachs,Q103140,male
730,a06c7ec3-b37f-49b4-aae1-698082c2370e,P20,place of death,Florence,Taddeo Gaddi,Q315835,male
731,9be999a5-2e9e-4bca-9281-548b0ed0fcdc,P20,place of death,Stratford,Jean Gascon,Q3172235,male
732,c4075c02-69a9-478c-b807-2b5153f84c6b,P20,place of death,London,Seth Holt,Q530235,male
733,8a64aee6-461e-4cf2-b12e-40b837883307,P20,place of death,Paris,Jean Guillaume Moitte,Q3172432,male
734,66067f09-3200-43aa-99a2-7ad3ff59e550,P20,place of death,Jamaica,Egbert Benson,Q328370,male
735,f4239996-dac6-4bc8-b8ac-61717cca3848,P20,place of death,Oklahoma,Elmer McCurdy,Q3051572,male
