,uuid,predicate_id,predicate_label,obj_label,sub_label,sub_uri
791,bfe9900a-ead6-47e9-824d-6974a71c810c,P364,original language of film or TV show,Estonian,December Heat,Q5249052
792,3862213e-9d35-4325-8bb3-eea2556c3df7,P364,original language of film or TV show,Bengali,Paglu,Q7124379
793,9d7b7aaf-8be5-4a43-a721-7531399278f3,P364,original language of film or TV show,Tamil,Ponniyin Selvan,Q3429999
794,a6ba0862-03e3-4b37-bbc1-aa5e87302911,P364,original language of film or TV show,Spanish,Tetro,Q2309964
795,08094134-f627-4f4a-96cc-3342e4663ccb,P364,original language of film or TV show,Telugu,Adhurs,Q1008801
796,69f3a8b6-2031-4d9f-aca6-40b2b267026f,P364,original language of film or TV show,Greek,Greek Wikipedia,Q11918
797,ef3f56a1-129c-46bc-9b97-317477472782,P364,original language of film or TV show,French,Les Francs-juges,Q285689
798,42271a3c-7557-4163-8d4d-217ff74580b0,P364,original language of film or TV show,Bengali,Unishe April,Q7887009
799,c91ec956-157c-4675-95fc-d8383e0a87f2,P364,original language of film or TV show,Hebrew,Yalkut Yosef,Q2906639
800,a0877ec2-8729-43c2-ace4-370b58e0c682,P364,original language of film or TV show,French,Le Magnifique,Q2401518
801,30923b1d-d687-4a17-ab14-bc339627c1ed,P364,original language of film or TV show,English,NOW Lebanon,Q6954989
802,58432157-0e65-4bb0-b954-3f0efd6f51e6,P364,original language of film or TV show,Tamil,Vishwaroopam,Q3572804
803,9dae0543-e1dc-45e8-ad28-a03e4aaca5cc,P364,original language of film or TV show,Bulgarian,Zift,Q199310
804,7d344dc6-c6d0-4055-94b4-f32a648be48d,P364,original language of film or TV show,Tamil,Maan Karate,Q15410723
805,be179012-128c-4c1a-8296-9697f5110992,P364,original language of film or TV show,Persian,Sharafnama,Q1304961
806,ca59f966-c69b-4c4d-80ad-1f047956c415,P364,original language of film or TV show,English,Irish Examiner,Q1520619
807,56a7f107-da55-4995-8759-c364190b9898,P364,original language of film or TV show,Telugu,Pratighatana,Q7238687
808,d106902a-957a-4535-a6d0-93873a5742e3,P364,original language of film or TV show,Croatian,The Glembays,Q6590561
809,91cce2f2-2c40-48a7-a290-17a65b0524df,P364,original language of film or TV show,Bengali,Mishor Rohoshyo,Q6875617
810,b122ec67-62b9-4f51-9a72-1ff9de3d4691,P364,original language of film or TV show,Italian,Le clan des siciliens,Q1192783
811,8eb5fdeb-b22b-4def-8ed5-056c6c74e194,P364,original language of film or TV show,English,The Cheat,Q1246289
812,544c1da8-a482-4379-ace1-8e8698448728,P364,original language of film or TV show,Telugu,Chitram,Q5102337
813,241b111f-abeb-4a93-ac1d-8228b29f1390,P364,original language of film or TV show,Hindi,Pakeezah,Q851395
814,f4a0bc25-2441-4c51-9784-4da09e7766ea,P364,original language of film or TV show,Spanish,Nico and Dani,Q2569575
815,b6683574-e7de-4155-bc8d-b47eda96719d,P364,original language of film or TV show,English,The Voysey Inheritance,Q7773135
816,79f73848-1d5f-4b7c-9561-297c1abce35d,P364,original language of film or TV show,English,The Wardstone Chronicles,Q1375442
817,1aca5068-72b4-4b53-841c-391fbacbee95,P364,original language of film or TV show,Korean,Tell Me Something,Q497250
818,cec56a36-f5a3-4bed-90ca-91c2767fb93e,P364,original language of film or TV show,Hebrew,1 Maccabees,Q161985
819,ccdaae7f-bb2d-47dd-a52e-5786080ae9fe,P364,original language of film or TV show,Chinese,Taobao,Q2117484
820,f748a609-c697-4637-bc52-bf2c4021ae81,P364,original language of film or TV show,Kannada,Bhootayyana Maga Ayyu,Q4901985
821,335dab6f-a90a-4b97-8d9f-24cab01fb7d8,P364,original language of film or TV show,Russian,Novye Izvestia,Q2377626
822,77473d33-c74d-44c9-a213-b641a1a09783,P364,original language of film or TV show,Tamil,June R,Q6312400
823,5cb46301-9467-4a8a-8d53-9d498b04785c,P364,original language of film or TV show,Italian,Manuale d'amore,Q2249212
824,b997aeed-5d7e-48a2-a8e1-37d1545ed7c8,P364,original language of film or TV show,English,Ill Manors,Q2394769
825,226d7009-865d-4fcc-8925-66d18e9e8b8a,P364,original language of film or TV show,French,Comedy of Power,Q666409
826,f3959bdf-fab2-4f02-8585-939e4a7597b8,P364,original language of film or TV show,Tamil,Vettaiyaadu Vilaiyaadu,Q3411573
827,c6f297d4-35bd-4abc-acad-253d557b1c11,P364,original language of film or TV show,Malayalam,Odayil Ninnu,Q15052574
828,b91d2350-9009-40de-978b-0c990d18d0b7,P364,original language of film or TV show,French,The Crimson Rivers,Q854635
829,1f253d62-59c4-46b8-9521-5098ed2a230f,P364,original language of film or TV show,Korean,"Eighteen, Twenty-Nine",Q492015
830,d57eb740-b3e5-4a1e-bcfe-30441b8715d7,P364,original language of film or TV show,Spanish,Celia en el colegio,Q5058034
831,ea801f6d-d606-4683-b3e9-bd29efb25a23,P364,original language of film or TV show,Georgian,Rustavi 2,Q594636
832,5319a8d5-4a31-4c81-bcd6-897ee858ea61,P364,original language of film or TV show,English,Count Duckula,Q611745
833,3e71f5ff-a7c2-4d28-8120-b24ee8fd5daf,P364,original language of film or TV show,French,Lucien Leuwen,Q2307875
834,f0c2e3e7-7a05-4632-998a-209917c5b893,P364,original language of film or TV show,English,Manfred,Q1889169
835,c889b19f-5b3a-43de-abd6-dc75ddb0d583,P364,original language of film or TV show,Marathi,Balak-Palak,Q12562251
836,6c277d68-8538-4229-b225-df3d40747ba1,P364,original language of film or TV show,Italian,The Mother of Tears,Q1788187
837,5a393f87-7ec7-44b9-bf32-b095f3d476ba,P364,original language of film or TV show,English,Seventeen,Q2296499
838,bd57d02f-1d5b-482a-84b1-bd87cb42ab62,P364,original language of film or TV show,Hindi,Kondura,Q6429052
839,68d30d30-7e69-4590-b738-c567dec918b9,P364,original language of film or TV show,French,The Lesson,Q1217089
840,62808fcc-03c3-45d5-aba4-e6337e1c1b50,P364,original language of film or TV show,English,The Sarah Jane Adventures,Q32816
841,1d82b58f-e1c9-46bf-b362-63e86ce4bed4,P364,original language of film or TV show,French,Forbidden Games,Q976558
842,ed48abf8-5074-4b76-acd8-fac4461c1dce,P364,original language of film or TV show,English,Stacked,Q2048631
843,746d198c-1a23-482b-bd90-3379f344eddd,P364,original language of film or TV show,Telugu,Rabhasa,Q16254989
844,dce224d5-3ad7-4363-b1ee-2bd434195e6f,P364,original language of film or TV show,Hindi,Ram Rajya,Q7288562
845,aad5c9b5-7fae-4f57-9c4c-094d83de947a,P364,original language of film or TV show,Indonesian,Air Mata Iboe,Q13417199
846,077b8c45-fc26-4235-ac4b-5549aebf2505,P364,original language of film or TV show,English,Easy Rider,Q503638
847,3f96d213-149e-4fa1-a1f6-f8740368c7cd,P364,original language of film or TV show,English,The Archers,Q386813
848,e9bc1c84-b3df-473b-a6d9-a1625b3196cf,P364,original language of film or TV show,Hindi,Rakhi Ka Swayamwar,Q7286661
849,2441e19e-dd82-48bd-9d50-84fbfdd66ef5,P364,original language of film or TV show,English,The Blue Planet,Q1646474
850,8757d0e0-28a5-4063-9b29-1bc3104cf386,P364,original language of film or TV show,English,An Innocent Man,Q482455
851,6d866a45-f650-48db-800e-713055bdb884,P364,original language of film or TV show,Dutch,The Northerners,Q2615833
852,f9fcff57-d7c2-4e16-a89c-5c9f9823d6be,P364,original language of film or TV show,English,Paul Clifford,Q7149872
853,e28a81ad-ee3d-4a32-9b90-c7a9646ae3bf,P364,original language of film or TV show,Thai,Tropical Malady,Q594131
854,2eb119e0-c44a-4e3c-9c84-e3bec37d3a51,P364,original language of film or TV show,Portuguese,A Fazenda,Q2403567
855,15f810ae-f710-46dd-aeb7-e1aecbccc8f5,P364,original language of film or TV show,Dutch,NU.nl,Q2183577
856,40b2ed1c-0961-482e-844e-32596b6117c8,P103,native language,French,Louis Jules Trochu,Q441235
857,1803dc97-28f0-481c-abdd-27cf6885a55c,P103,native language,French,Valeria Bruni Tedeschi,Q232470
858,7129d732-164f-480e-8dfa-9739b490ae69,P103,native language,French,Pierre Messmer,Q271822
859,495899d9-948b-4aa5-ad76-2b7534aea6f7,P103,native language,French,Roger Nimier,Q49637
860,bf78a508-4b0f-407d-a9f1-ec255c14f035,P103,native language,Russian,Andrey Malakhov,Q502325
861,0e355d66-f066-45a8-982b-effe4019c8d5,P103,native language,French,Emmanuelle Arsan,Q239376
862,d4d1e4f8-c328-4ba0-b26b-bf6ddc3cce92,P103,native language,French,Georges Mouton,Q1509041
863,9a1a61ba-31f1-4cb9-9f60-517833d88148,P103,native language,Chinese,Nie Weiping,Q2598356
864,3d39edae-0c00-48ff-a471-9d395f9892b8,P103,native language,Telugu,Muppalaneni Shiva,Q6937106
865,2b286f17-d348-4a57-85d9-14b7b06f0b2c,P103,native language,French,Laurent Lafitte,Q3219319
866,52ec2622-e546-42a0-9a05-fdb0dc1ae262,P103,native language,French,Joseph Reinach,Q172161
867,eac654ec-6acc-4bee-9012-6bfeedf5e909,P103,native language,Russian,Russians,Q49542
868,67e501d6-d034-4afb-8080-79a462fcb9a7,P103,native language,French,Claude Aveline,Q745528
869,3749be20-25f1-4c26-9be5-e512739cf3d9,P103,native language,Dutch,Jan Commelin,Q545017
870,9205236b-e1e2-4b72-92c5-2267f18ac5af,P103,native language,French,Jean Rotrou,Q561715
871,b7f4ce77-d90b-4c04-b3bc-dba4573d866a,P103,native language,French,Laura Smet,Q465971
872,d79b7836-23aa-45d5-862d-14799e24c8f4,P103,native language,English,Sara Coleridge,Q1960565
873,b6320236-c7ea-4f60-ae1a-6925b2f8571f,P103,native language,French,Jean-Antoine Chaptal,Q708011
874,209d7e8e-756c-4090-b2c3-6669e867b162,P103,native language,French,Raymond Queneau,Q218690
875,33ff9eb9-5db9-4f4d-af91-9bfb5223446c,P103,native language,French,Fernand David,Q3069115
876,ce41cbcd-e55f-4488-a3b9-e2f51fe5a223,P103,native language,French,Guy Sorman,Q3122159
877,7e4e949b-5164-40a0-ad08-a0f2387bc6b0,P103,native language,French,Jean-Luc Marion,Q460824
878,aa7c4087-8224-465f-8272-89cd95d7ba5b,P103,native language,French,Goncourt brothers,Q622283
879,95359470-2897-4d30-a685-218f52b941ea,P103,native language,Telugu,Mahesh Babu,Q2087610
880,074295e1-0b79-440d-9212-accdd5993fe4,P103,native language,French,"Victor de Riqueti, marquis de Mirabeau",Q947485
881,82a050bb-2d68-4828-8d03-bfa353921cae,P103,native language,Dutch,Gustaaf Schlegel,Q2437480
882,ab9a82fe-1341-45cf-977a-c9773dbc9423,P103,native language,Russian,Dmitry Rybolovlev,Q983847
883,b3281859-292c-4578-a767-9f30055e3def,P103,native language,French,Sophie Marceau,Q162753
884,bac2264f-f408-4b3e-98e3-7088b422d744,P103,native language,French,Louis-Nicolas Davout,Q158778
885,476ef144-cc1b-4e1c-9fe5-aed77e0e217a,P103,native language,French,Paul-Jean Toulet,Q2627812
886,4de6a0e9-eb23-46fc-b9cc-5b9e08b0f787,P103,native language,French,Adrien Duport,Q377006
887,2aa4a140-c1dc-43a0-8f98-486a75081ecf,P103,native language,French,Lionel Jospin,Q187099
888,78529272-56a6-4661-8ecb-fb78f38406fb,P103,native language,Russian,Dmitry Malikov,Q1989101
889,4d798bfb-c39d-41c1-9144-61e7be546900,P103,native language,French,Michel Bouquet,Q981315
890,d163c6ee-4361-45cc-8911-5e4a1ddb233c,P103,native language,English,William Henry Harrison,Q11869
891,71f622fe-6547-479e-a485-6d7148b5e6c9,P103,native language,French,Jean Rouch,Q166405
892,83de1161-dad4-4e47-8a61-7dc20e57a1ac,P103,native language,French,Alain Delon,Q106529
893,78faf217-39eb-4a48-b180-d328e068c1eb,P103,native language,French,Alfred Marie-Jeanne,Q2250266
894,ae561f79-495a-4a2d-bbb9-207ac6372364,P103,native language,French,Philippe de Mornay,Q944098
895,dc1af023-8814-4054-9680-e5a882202957,P103,native language,Latin,Michel de Montaigne,Q41568
896,6792daa2-f60a-43c0-a586-4dec8decc639,P103,native language,Russian,Yevgeny Yevtushenko,Q297736
897,ee187b46-06e2-4d58-998f-48b356465c8c,P103,native language,Malayalam,Mukesh,Q277422
898,67ad0b16-ab57-4db6-9480-357b21601ef0,P103,native language,French,Pierre Alcover,Q3383670
899,77f5cb4a-7a76-4d5e-a70c-ee6e607f4dc7,P103,native language,French,Pierre-Alexandre-Laurent Forfait,Q3382777
900,e6d764ff-6609-4ad3-84ab-f12e1c3313f6,P103,native language,Spanish,Imanol Arias,Q2485621
901,833844e4-cb52-49db-a7f4-62f53a22a1c0,P103,native language,French,Marthe Mellot,Q3295203
902,49ae1326-fea3-430c-952b-3c9b760145eb,P103,native language,French,Daniel Ceccaldi,Q663802
903,7fb10898-c942-43dd-a1e5-8344d5c3c178,P103,native language,French,Jean-Pierre Marielle,Q739521
904,c4de2c88-7353-4d96-a09a-d63d056e322b,P103,native language,French,Patrick Topaloff,Q2183199
905,9d8f6ef4-4bbf-4825-9107-65d7f76daf5f,P103,native language,Polish,John Paul II,Q989
906,e6dfefaf-704c-4fe8-b6da-7955395bfbdc,P103,native language,French,Henry de Montherlant,Q379956
907,b676c2a7-b4ce-48fe-b74a-24cfe354a358,P103,native language,Breton,Charles Le Goffic,Q2714608
908,440c650f-c0b8-4cc1-a695-e165cf8da32e,P103,native language,Telugu,Pingali Nagendrarao,Q7195698
909,ff3c8eca-36b1-48d8-b834-d6d8d808035a,P103,native language,French,Jacques Laurent,Q982023
910,bf858fe0-a382-4fc0-9c1e-c10557fb86e8,P103,native language,Russian,Nikolai Bukharin,Q186709
911,ce07f4be-e435-42ed-baf6-cda97d2b72f4,P103,native language,Dutch,Gerrit Komrij,Q202489
912,e3d5401f-0471-469a-a6da-5dde90b5fb2f,P103,native language,Dutch,Jan Wils,Q1394697
913,e4a28060-153d-4041-adf5-6023f9dd0733,P103,native language,French,Maurice Renard,Q1399133
914,b6689710-00f6-4a7a-882a-04c5396bf803,P103,native language,French,Jean Rostand,Q287953
915,5ddefe97-3ded-4d83-bf5d-3aacb4bcb8e1,P103,native language,French,Fernand Gravey,Q1406503
916,e0b4ceb5-d03d-463c-b6bd-eaa263eb583b,P103,native language,English,Michael of Romania,Q930013
917,8c93e145-9f2d-49d2-bc4a-a459b2d793fc,P103,native language,French,Jules Paul Benjamin Delessert,Q1385980
918,3cf4a834-ab17-4c7b-a70b-c13006f30102,P103,native language,French,Jean Claudio,Q3171337
919,e85737dd-6b4c-4771-a9e3-12fc55aad490,P103,native language,French,Christophe Hondelatte,Q2966293
920,a60d6817-6bda-463f-8e1e-d9854c58f5e0,P103,native language,French,Bruno Cremer,Q139560
921,3765ac71-18be-4f08-a30d-097bc4399513,P103,native language,French,Henri Vidal,Q945331
922,1bb9de5f-51fe-4ea7-8d54-e33ce4a539cb,P103,native language,French,Louis Gallet,Q1148209
923,0341bd4b-2e90-4902-b8b7-548606fee357,P103,native language,Russian,Ville Haapasalo,Q397682
924,d8df6fdf-d1fc-4e25-ab94-83bc8f2b7a24,P103,native language,French,Claude Gensac,Q280445
925,45445cf1-499f-4683-9d2a-85bc35a6faca,P103,native language,English,Lindsey Davis,Q437516
926,05c0c7ac-1fb0-4535-9b11-0143e1c97d53,P103,native language,French,Orane Demazis,Q529190
927,f8174cda-029e-4d3f-86e9-f53184c97f1a,P103,native language,Telugu,S. V. Ranga Rao,Q7387959
928,b7e9a4a2-4b2e-4681-b5f3-31d29e22b265,P103,native language,French,Guy Hocquenghem,Q1309970
929,fb79ec11-3d00-4902-9e14-993972d2e239,P103,native language,Dutch,Gilles Quispel,Q606363
930,eba86cd9-eb23-4545-a30c-24bcffdf7c7a,P103,native language,Greek,Stefanos Stratigos,Q7606523
931,28416768-55b3-4db7-8811-2c6a1ac20016,P103,native language,English,Michael Albert,Q742079
932,e2deb707-9afe-4979-8972-8cc92f4a8b8d,P103,native language,Italian,Michele Bartoli,Q550884
933,079e1d36-3f83-4b07-bc7e-49a0ce834bf2,P103,native language,French,Pierre Jolivet,Q535127
934,826a56c5-df12-4d83-b93f-4f6dea79f32f,P103,native language,French,Roger Duchesne,Q3438909
935,8d128793-58b8-4112-9b3c-acfa4cc1fe01,P103,native language,Russian,Alexandra Marinina,Q236233
936,62105f57-ffb0-4006-a783-32c53bec4e33,P103,native language,Dutch,Adriaan van Dis,Q2238857
937,c72ebfc4-4d5c-4020-8e7e-c587d629cac4,P103,native language,Cantonese,Andy Lau,Q16766
938,f20166f4-a654-4fa5-a8e8-0a3ee21091d7,P103,native language,French,Ginette Leclerc,Q524300
939,9fac3dab-9d61-482d-a4c7-6f9448f74f88,P103,native language,French,Daniel-Rops,Q660069
940,596d10a0-89c1-4d49-bc18-5b7dbeafde64,P103,native language,French,Christophe Moreau,Q453383
941,278173c3-11a2-4fa7-bccc-00c0121fd807,P103,native language,French,Ann Scott,Q294992
942,8b45b522-ab60-453e-9f87-b3db5528044f,P103,native language,French,Franz-Olivier Giesbert,Q1237718
943,c4c609a0-f05a-476a-85ed-ba5610ba9a80,P103,native language,French,Tonino Benacquista,Q709951
944,3fdef93d-769e-447f-b64b-90f35881e555,P103,native language,French,Joachim Lebreton,Q3179480
945,3d03d7c6-e776-43ba-bf21-7f21eeb03c71,P103,native language,Russian,Nikolay Strakhov,Q2636293
946,e8c16dbf-4c73-4be6-a48e-cac7bffe4be6,P103,native language,Welsh,Twm o'r Nant,Q1767904
947,f0dbb43e-62d3-4f52-b41d-824c0281c220,P103,native language,French,Paul Bonifas,Q3370684
948,a7b78769-495d-4314-a26c-de758d58e75e,P103,native language,French,Jacques Charles Dupont de l'Eure,Q2309694
949,b38838d1-9c23-4f12-a0b5-e6259d78b08e,P103,native language,French,Jacques MacDonald,Q298784
950,31ca2ed0-ca1a-4ca9-bc6f-b34f7c6d7d98,P103,native language,Spanish,Lionel Messi,Q615
951,82d43ab4-7a49-4ee5-b802-ba343d3f893a,P103,native language,French,Michel-Jean Sedaine,Q367243
952,233ee5a1-853f-4e8b-80c5-8f4da381ec57,P103,native language,German,Franz Kafka,Q905
953,d21eb0a3-7f12-4dcf-8507-376cb9f3a01b,P103,native language,French,Anatole France,Q42443
954,4b263f18-6d7b-407e-b37d-96a300d008db,P103,native language,Russian,Vera Brezhneva,Q2329850
955,5ba4889a-dfcb-4106-b11d-2e1a18359f01,P103,native language,Italian,Achille Varzi,Q340261
956,e02558ca-48e6-4585-8269-aab2cdc2d4e1,P103,native language,Telugu,Babu Mohan,Q4838053
957,765bb697-0587-441a-a395-226ceb7a30d6,P103,native language,French,Marcel Vibert,Q1034093
958,68603607-8135-4795-941f-175941ba1417,P103,native language,Telugu,Rama Prabha,Q7288658
959,39864fdd-0a8b-4c21-a680-b70e6d5927ef,P103,native language,French,Jean Marais,Q168359
960,344e2bd0-dd43-4c07-8426-cd288a0c3ba4,P103,native language,French,Jean-Marie Guyau,Q707490
961,4b2378c7-fb8e-48dd-a010-388693e730f3,P103,native language,French,Michel Delebarre,Q129774
962,5567b42b-8742-484f-9dbe-b725c2475402,P103,native language,French,Victor de Laprade,Q1393498
963,1d53d447-db6a-4525-b910-c0964c4bef7c,P103,native language,French,Firmin Abauzit,Q688658
964,c23c3bec-6aec-4d4d-87b1-e3b77e4d2f71,P103,native language,Telugu,Dasaradhi,Q3765256
965,dbc36314-bed8-484c-aa19-dea50d6f5f5e,P103,native language,Telugu,S. S. Rajamouli,Q3521531
966,2a3881e0-2b07-4453-9822-f46f593ecde4,P103,native language,Russian,Oleg Kotov,Q342338
967,0a78aaa5-4d69-4d9e-acbb-5981567c8a1d,P103,native language,French,Jean-Paul Sartre,Q9364
968,4c72d84b-6a26-4a94-be30-54e380c2578b,P103,native language,French,Louis Jourdan,Q364083
969,4a30a2e7-3b33-4b93-a119-d5508709fbd2,P103,native language,Dutch,Evert Willem Beth,Q706898
970,4549f5e7-c2bb-4d43-88fb-2950235d04a8,P103,native language,French,Michel Poniatowski,Q3310623
971,5018c138-ed76-4d21-9de4-1e0e0b5c5cb1,P103,native language,English,Seamus Heaney,Q93356
972,107bb351-4805-4289-9c93-9f621fde33ec,P103,native language,Russian,Alexander Pushkin,Q7200
973,d7f618ab-195a-4023-a9fc-897f81e94c9f,P103,native language,French,Marc-Philippe Daubresse,Q960474
974,850f8452-5b19-4d58-aed1-da031b072848,P103,native language,French,Myriam Bru,Q536113
975,33e8b643-2262-4867-b821-a3ca9bd84c4d,P103,native language,French,Robert Garnier,Q113089
976,cf81593c-dc8e-4b4a-9525-db5cda7da2d3,P103,native language,English,Andy Murray,Q10125
977,25df9343-082c-4877-90e6-91267331a44b,P103,native language,French,Alphonse Pyramus de Candolle,Q123807
978,aeb914a5-feec-465e-80d0-7a141f8d0d20,P103,native language,French,Georges Courteline,Q51107
979,42180a18-90d4-4af0-a3fc-695f5d5ba60c,P103,native language,Hungarian,Agoston Haraszthy,Q690354
980,004bca2b-2e00-4872-a644-06eb29a10f55,P103,native language,French,Pierre Blanchar,Q958955
981,e65b7630-db7f-4cd2-afd1-f8ca11ad578a,P103,native language,French,"Claude Henri de Rouvroy, comte de Saint-Simon",Q82934
982,c781254f-f1f6-448f-94ac-8b70b09fbec7,P103,native language,French,Sourou-Migan Apithy,Q718225
983,bba80ebe-e319-4616-ab62-4a0831dbf518,P103,native language,French,Christine Boisson,Q431146
984,cf7e9dfd-2722-4175-91f9-1be31b72ec78,P103,native language,French,Jean Rollin,Q579712
985,c096928c-f1dc-4458-8cb5-79c424899466,P103,native language,French,Thierry Lhermitte,Q548400
986,8d06d791-6f6e-41ba-b432-010899e3e530,P103,native language,Georgian,Miho Mosulishvili,Q529583
987,77cd890c-3547-44c4-8727-8344834672a6,P103,native language,French,John Calvin,Q37577
988,cebd85a5-0f99-48c3-9392-ee1466ed5f8b,P103,native language,French,Pierre Pelot,Q363478
989,3740e81d-4284-4549-a301-bdfe46e07b84,P103,native language,French,Louis Legendre,Q435924
990,59b2c2fb-c98a-4ac3-9749-d6a9717efbdc,P103,native language,French,Christian Bouchet,Q2965079
991,7925ea91-c4e5-45a5-b135-04d4bc3e6e2a,P103,native language,Dutch,Cees Nooteboom,Q158394
992,513bed93-9daf-4501-9a37-fe273c22588e,P103,native language,Dutch,Henricus Hondius II,Q983261
993,4eebe61f-987f-45c8-995c-313aac20d554,P103,native language,French,Fernand Ledoux,Q509314
994,949a8d9e-0752-408c-9069-8b43f1ec1686,P103,native language,French,Milly Mathis,Q3314383
995,959f51e9-c131-409c-baab-d2c230c2759a,P103,native language,French,Boris Kochno,Q893693
996,e9fd5c6f-4da7-4466-819f-723dbfd5f339,P103,native language,Russian,Angelica Agurbash,Q274306
997,2ad24a38-399f-4466-b050-8e67d7c21d5a,P103,native language,Russian,Oleg Skripochka,Q927249
998,d57c7743-53cc-4bc9-b069-aa5a9b21a9bd,P103,native language,Swedish,Fredrika Bremer,Q262145
999,660cc1d5-d7ff-4db0-8880-07ef7899d618,P103,native language,Russian,Korney Chukovsky,Q347685
1000,b614092a-d4e1-48d0-bc3d-0f1cc460b970,P103,native language,French,Peter Kassovitz,Q331007
1001,b0b21d4c-b84d-4b30-a3be-d7740aa82407,P103,native language,French,Gaby Morlay,Q528738
1002,13f78292-1d2f-484f-92a4-1af959a71605,P103,native language,French,Gabrielle Fontan,Q3094129
1003,e089515e-c8a7-4964-b647-8640de7e7ca1,P103,native language,Russian,Dmitry Merezhkovsky,Q326459
1004,438a0137-9568-4c6b-8b5a-4705dfc6b7b2,P103,native language,French,Mabrouk El Mechri,Q989586
1005,b333729c-afec-4650-884c-32a5bd08008e,P103,native language,French,"Claude Victor-Perrin, Duc de Belluno",Q372750
1006,4df558c6-b318-4091-b6f9-dc9c0054201e,P103,native language,French,Roger Hanin,Q945936
1007,3ebd7c6f-66c9-4a2f-a882-8fbe513e116d,P103,native language,French,Roland Armontel,Q3439936
1008,e400b0a3-bd4e-4ae8-bb88-8e06b9e64139,P103,native language,Russian,Viacheslav Belavkin,Q7924421
1009,6a7e0f8d-0002-4a05-96ae-ea446851717b,P103,native language,French,Michel Godard,Q708230
1010,825e68a1-3cfb-4401-b697-44ab7cc2189f,P103,native language,French,Edmond Michelet,Q871444
1011,e060deb9-be71-440e-aca2-97213fc26fd1,P103,native language,Telugu,Adurthi Subba Rao,Q4686000
1012,44273dc4-a187-4038-aa51-b6aedb8e5c4f,P103,native language,French,Jacques Toubon,Q1379752
1013,ab43d1c0-0ed5-47e5-8c3d-069a319b5fed,P103,native language,French,Maurice Bucaille,Q559926
1014,3e8ff043-df2f-4312-bd24-e070872cc030,P103,native language,French,Martine Brochard,Q274216
1015,b80a8802-f1bd-4a77-b579-d6b118abc39b,P103,native language,French,Marcelin Pleynet,Q388714
1016,f9df8cb5-f8f2-4b36-8e99-380c9b9ed2f0,P103,native language,French,Armand Trousseau,Q677885
1017,79295423-83ad-4e49-9522-5995c4aeaa6d,P103,native language,Russian,Kozma Prutkov,Q1784989
1018,deebd51d-8c41-4b81-9853-90b402864ced,P103,native language,French,Sylvia Lopez,Q1622182
1019,1d1bc0ab-f762-412c-a966-7eeffaffcd76,P103,native language,French,Georges Perec,Q157303
1020,1edbfe10-4bfa-4eb9-bd18-09829d54a5c5,P103,native language,Korean,Lee Chang-dong,Q239656
1021,0fccf515-6406-4225-abfe-c346698e2070,P103,native language,French,Pierre Fresnay,Q201483
1022,e3dfe2b7-7dc4-44b0-96a9-0068e48c4695,P103,native language,French,William-Adolphe Bouguereau,Q483992
1023,0a3c1770-4561-4aec-8162-041fb01161bd,P103,native language,Korean,Park Bum-shin,Q7137660
1024,6e06e5ba-0533-41c1-ae54-68e1afb25df1,P103,native language,Telugu,Ram Gopal Varma,Q1391329
1025,0f24dbcc-f23e-4f27-ad44-775b7ac1f04f,P103,native language,Dutch,Constantijn Huygens,Q560746
1026,0514adb3-0165-4bf8-849e-d7f5d29a292b,P103,native language,French,Lannick Gautry,Q3217601
1027,747e9aba-7537-4d38-a68f-a00927953d51,P103,native language,French,Jean Reno,Q43697
1028,a280e2e5-d2fe-4c4f-bed6-43dc0c889f2b,P103,native language,French,Christine Albanel,Q441626
1029,35fff0ae-ab07-4843-b8c5-bedefce824c0,P103,native language,Italian,Pietro Mennea,Q5444
1030,66a94890-bf64-4608-bf9f-334a496f7b7d,P103,native language,French,Michel Etcheverry,Q3090354
1031,b6802154-efa9-4d02-8d7b-8738f9dcc020,P103,native language,French,Audrey Tautou,Q304123
1032,abdb1007-8105-4c6e-b599-485dc9150d7c,P103,native language,Russian,Dmitry Muratov,Q1823418
1033,a1f6664c-4e60-4938-86e1-99a73cbde1ab,P103,native language,English,Geoff Dyer,Q1502891
1034,c645d218-84ca-4d24-ab2d-7d1757f4223c,P103,native language,French,Marcel Ichac,Q1338253
1035,c7936dfb-4222-4ced-82ad-3960986f75b1,P103,native language,Russian,Polina Zherebtsova,Q4179607
1036,a8401cd3-7612-4e38-851c-25a18bdb562a,P103,native language,English,J. Robert Oppenheimer,Q132537
1037,4f8749d5-3231-46c2-beb7-63e21fc58e24,P103,native language,French,Alain Robbe-Grillet,Q216266
1038,12c69ca8-9f05-4c83-9f53-e5ef30436c73,P103,native language,French,Bernadette Lafont,Q289068
1039,26f2060d-ca03-474e-8ce3-6bb2a60ba2e0,P103,native language,Russian,Eugene Roshal,Q961412
1040,3cf9f8ea-0ad0-4f20-b7a5-78f9a63d27d3,P103,native language,French,Louis Edmond Duranty,Q328909
1041,be39656e-aaff-42b2-ad7d-85f496d35993,P103,native language,Russian,Viktor Bychkov,Q4101308
1042,f8aee479-1f94-4455-b671-6eb08b1bbfcd,P103,native language,French,Jean-Baptiste Solignac,Q2067594
1043,1c7445a5-780a-4e9f-984f-4fd54643f938,P103,native language,French,Olivier Marchal,Q694259
1044,9dc6fde8-3fbe-45ce-9afa-6462f83a0d7e,P103,native language,Finnish,Ingrian Finns,Q1998273
