,uuid,predicate_id,predicate_label,obj_label,sub_label,location_is_obj,location_is_sub,obj_uri,sub_uri,Unnamed: 0_y,geolocation_sub,geolocation_obj
3219,4f7ca3c1-0ae6-40f9-9106-0762d7be0039,P131,located in the administrative territorial entity,Swindon,Swindon Works,True,True,Q922964,Q922964,7797,"(51.57165555, -1.765724764564915)","(51.5613683, -1.7856853)"
3220,efdce0f5-0513-43f1-84ac-2c0a7cea99bf,P131,located in the administrative territorial entity,Queensland,Wesley Hospital,True,True,Q7983933,Q7983933,7798,"(-27.477577949999997, 152.99763964897934)","(-22.1646782, 144.5844903)"
3221,76a7a37e-73ae-4213-922d-86331ee6507d,P131,located in the administrative territorial entity,Punjab,Tarn Taran district,True,True,Q2298993,Q2298993,7799,"(31.32124525, 74.84130629340785)","(30.9293211, 75.5004841)"
3222,105aa00d-78c4-408f-9fc8-a8a9e07100e8,P131,located in the administrative territorial entity,Bermuda,Hamilton Parish,True,True,Q289876,Q289876,7800,"(32.3379906, -64.7357556)","(32.30382, -64.7561647)"
3223,f665fee4-a57e-48e9-91c0-b85efbbcd709,P131,located in the administrative territorial entity,Cardiff,Coal Exchange,True,True,Q2981060,Q2981060,7801,"(51.46553565, -3.1681793717375073)","(51.4816546, -3.1791934)"
3224,0521a27e-071b-486a-ac85-8add906063d8,P131,located in the administrative territorial entity,Lincoln,Nebraska State Capitol,True,True,Q1683354,Q1683354,7802,"(40.807998, -96.69971982484765)","(40.8088861, -96.7077751)"
3225,abadf151-b453-40f6-9831-9bd256d59fa0,P131,located in the administrative territorial entity,Victoria,Calder Freeway,True,True,Q1026425,Q1026425,7803,"(-37.4874689, 144.6072641)","(-36.5986096, 144.6780052)"
3226,6b18c715-67fe-433f-841f-456a8e661eb4,P131,located in the administrative territorial entity,Connecticut,Connecticut Route 183,True,True,Q2258505,Q2258505,7804,"(44.39735193423531, -71.74777038367854)","(41.6500201, -72.7342163)"
3227,af8403b9-a65a-48df-a4b1-65868e74d991,P131,located in the administrative territorial entity,Arkansas,Dogpatch USA,True,True,Q3033769,Q3033769,7805,"(37.7606977, -122.3892016)","(35.2048883, -92.4479108)"
3228,c3f7fcce-1726-438b-8ceb-d9ad29999e0a,P131,located in the administrative territorial entity,Paris,Pont du Carrousel,True,True,Q589000,Q589000,7806,"(48.8593475, 2.3329157131461637)","(48.8588897, 2.3200410217200766)"
3229,6e9b9c99-2c80-41df-a827-6298d34699e3,P131,located in the administrative territorial entity,Ontario,McMichael Canadian Art Collection,True,True,Q3700321,Q3700321,7807,"(43.843480400000004, -79.61661809870859)","(50.000678, -86.000977)"
3230,ca92efce-ecb3-46d9-8d12-627e8fad7485,P131,located in the administrative territorial entity,Dallas,Reverchon Park,True,True,Q14711275,Q14711275,7808,"(32.800374899999994, -96.8128973465995)","(32.7762719, -96.7968559)"
3231,828a0545-186e-4a8e-9e0c-7bdf688fa68a,P131,located in the administrative territorial entity,California,Gilroy High School,True,True,Q5562584,Q5562584,7809,"(36.9951954, -121.57684986876129)","(36.7014631, -118.755997)"
3232,7a47518c-60f6-46f4-97ba-66cade846a97,P131,located in the administrative territorial entity,Massachusetts,New Bedford Whaling Museum,True,True,Q7005471,Q7005471,7810,"(41.635212800000005, -70.92317209777954)","(42.3788774, -72.032366)"
3233,27d94e03-0b10-4c75-8d7c-2d417cefc99d,P131,located in the administrative territorial entity,Victoria,Baw Baw National Park,True,True,Q812025,Q812025,7811,"(-37.84079955, 146.3076743670968)","(-36.5986096, 144.6780052)"
3234,e28544ce-32d0-4579-b134-6a7e4d63f133,P131,located in the administrative territorial entity,Worcester,Worcester Art Museum,True,True,Q847508,Q847508,7812,"(42.273033600000005, -71.80197702909331)","(42.2625621, -71.8018877)"
3235,ecf12fa7-b584-4bfc-8cda-2a67019f7b6a,P131,located in the administrative territorial entity,California,Salk Institute for Biological Studies,True,True,Q1351061,Q1351061,7813,"(32.8876113, -117.24534572827241)","(36.7014631, -118.755997)"
3236,41e87380-b56a-47ef-95bf-8f78293dcd6f,P131,located in the administrative territorial entity,Illinois,Lake Bluff,True,True,Q1800874,Q1800874,7814,"(42.2789117, -87.8342362)","(40.0796606, -89.4337288)"
3237,d5dea0fd-3417-4cff-a294-f14d5a38e7bb,P131,located in the administrative territorial entity,Turkey,Antalya Province,True,True,Q40249,Q40249,7815,"(36.9279654, 30.7276865)",
3238,b31424fc-6657-48ec-8042-70db482d652b,P131,located in the administrative territorial entity,Jerusalem,Kiryat Moshe,True,True,Q2916142,Q2916142,7816,"(31.7850583, 35.194389)","(31.79592425, 35.21198075969497)"
3239,567bf385-f49b-442c-8462-34c31df0bcaa,P131,located in the administrative territorial entity,Southampton,University of Southampton,True,True,Q76473,Q76473,7817,"(50.9354752, -1.3962847494297244)","(50.9025349, -1.404189)"
3240,250d0aa7-1536-4311-af6a-da9751cf5713,P131,located in the administrative territorial entity,Ghana,Upper East Region,True,True,Q712828,Q712828,7818,"(10.8070481, -0.6870286)","(8.0300284, -1.0800271)"
3241,c372d4ae-db15-4031-b4c8-b86136d29742,P131,located in the administrative territorial entity,Alabama,Gunter Annex,True,True,Q1914314,Q1914314,7819,"(32.4022294, -86.23615008064246)","(33.2588817, -86.8295337)"
3242,1a3624e4-e846-4d00-a493-e3f56e8dd133,P131,located in the administrative territorial entity,Derby,Derby School,True,True,Q5261507,Q5261507,7820,"(52.8662055, -1.4373615)","(52.9212617, -1.4761491)"
3243,790250de-9153-4437-b1d3-18a3500674a1,P131,located in the administrative territorial entity,Manitoba,"East Kildonan, Winnipeg",True,True,Q5328732,Q5328732,7821,"(49.9209415, -97.0881378)","(55.001251, -97.001038)"
3244,b49d4833-81f6-41a6-953b-7fd7837c98e9,P131,located in the administrative territorial entity,California,Golden Gate National Recreation Area,True,True,Q1456206,Q1456206,7822,"(37.8561318, -122.53429035734585)","(36.7014631, -118.755997)"
3245,c63ce780-ad1c-476c-9520-523a65442606,P131,located in the administrative territorial entity,Liverpool,Liverpool Maritime Mercantile City,True,True,Q2021552,Q2021552,7823,,"(53.4071991, -2.99168)"
3246,bc70dca5-c5e2-4da5-bc35-de935c9243b0,P131,located in the administrative territorial entity,Ohio,Gnadenhutten massacre,True,True,Q1533038,Q1533038,7824,,"(40.2253569, -82.6881395)"
3247,a6bb2263-7780-48dc-8704-76643ec71a3b,P131,located in the administrative territorial entity,Virginia,Luray Caverns,True,True,Q1476610,Q1476610,7825,"(38.6632768, -78.4835622)","(37.1232245, -78.4927721)"
3248,0f1eb51d-3ff3-4fb8-b673-f9af2962cad2,P131,located in the administrative territorial entity,Nevada,Mount Rose (Nevada),True,True,Q8526141,Q8526141,7826,"(39.3438114, -119.9179552)","(39.5158825, -116.8537227)"
3249,6375b78b-d6a8-41df-8d03-96b5a650f0ce,P131,located in the administrative territorial entity,Stockholm,Stockholm metro,True,True,Q272926,Q272926,7827,"(59.321368, 18.0699657)","(59.3251172, 18.0710935)"
3250,df5064d2-2c4e-49ee-a2a7-9b9d9cfbdb8e,P131,located in the administrative territorial entity,Nevada,World Market Center Las Vegas,True,True,Q8035944,Q8035944,7828,"(36.16946155, -115.15601129671414)","(39.5158825, -116.8537227)"
3251,b3e2e7be-faee-4fcb-b5d3-dfc2b0b10d2c,P131,located in the administrative territorial entity,Maryland,M&T Bank Stadium,True,True,Q1141336,Q1141336,7829,"(39.2779734, -76.62266511553918)",
3252,a9d7abc6-9070-4224-99ad-acbe066d39ea,P131,located in the administrative territorial entity,Kent,A229 road,True,True,Q4649026,Q4649026,7830,"(53.346792, -7.204735102164699)","(33.1665316, -100.7846477)"
3253,8953c4f5-4334-48b2-bad0-b6a7c1401eb4,P131,located in the administrative territorial entity,Amherst,University at Buffalo Stadium,True,True,Q7894992,Q7894992,7831,"(42.99723165, -78.79255886492933)","(37.5997548, -79.1483701)"
3254,fe162048-0481-4421-87f2-d810f6a59950,P131,located in the administrative territorial entity,Singapore,One Raffles Place,True,True,Q333305,Q333305,7832,"(1.28429825, 103.8510618163087)","(1.357107, 103.8194992)"
3255,4371e12f-d915-4824-b7f7-e556551f072b,P131,located in the administrative territorial entity,Palermo,Martorana,True,True,Q1644597,Q1644597,7833,"(39.1400333, 17.0641772)","(38.1112268, 13.3524434)"
3256,4dd762c5-392a-48a6-9d83-b86236868b80,P131,located in the administrative territorial entity,Kerala,Kurinjimala Sanctuary,True,True,Q6446058,Q6446058,7834,,"(10.3528744, 76.5120396)"
3257,fcac3373-e01d-4f53-9d2e-1f0a6065947f,P131,located in the administrative territorial entity,Chennai,Chennai Mathematical Institute,True,True,Q5091445,Q5091445,7835,"(12.82827285, 80.22039265)","(13.0836939, 80.270186)"
3258,691414c6-78a4-42f8-8018-30199234c3dd,P131,located in the administrative territorial entity,Punjab,Punjabi University,True,True,Q3631316,Q3631316,7836,"(30.3580954, 76.45032538033607)","(30.9293211, 75.5004841)"
3259,1d0dd543-f8e1-4f81-82d0-048475130b57,P131,located in the administrative territorial entity,California,Rancho Castac,True,True,Q14683745,Q14683745,7837,,"(36.7014631, -118.755997)"
3260,d309069c-b13d-49f1-a9fb-bb04ca8e95a6,P131,located in the administrative territorial entity,California,California Citrus State Historic Park,True,True,Q5020316,Q5020316,7838,"(33.8961915, -117.41922214617439)","(36.7014631, -118.755997)"
3261,adfb8833-c68d-4fe3-80cc-3481d76eac34,P131,located in the administrative territorial entity,Ontario,Wapekeka First Nation,True,True,Q7968241,Q7968241,7839,"(53.83247285, -89.59434950868747)","(50.000678, -86.000977)"
3262,7e8bc6fb-57c0-4787-8400-258ab04dd415,P131,located in the administrative territorial entity,Alba,Albac,True,True,Q1027784,Q1027784,7840,"(46.447786, 22.9649845)","(56.7861112, -4.1140518)"
3263,8eb54547-c285-4fd5-9c77-3603575addd3,P131,located in the administrative territorial entity,California,HRL Laboratories,True,True,Q5635801,Q5635801,7841,"(34.043035200000006, -118.69571048025682)","(36.7014631, -118.755997)"
3264,0c85ec4b-4982-43ce-90b0-f5734bd04254,P131,located in the administrative territorial entity,Florida,U.S. Route 129 in Florida,True,True,Q4817153,Q4817153,7842,,"(27.7567667, -81.4639835)"
3265,77972e7d-6eec-4076-b514-3bcc34335ab7,P131,located in the administrative territorial entity,Ohio,Covelli Centre,True,True,Q5178958,Q5178958,7843,,"(40.2253569, -82.6881395)"
3266,b3b0b290-be70-43dd-a42d-de0a63a5cfb4,P131,located in the administrative territorial entity,Victoria,Dandenong,True,True,Q5215706,Q5215706,7844,"(-37.98749, 145.2147923)","(-36.5986096, 144.6780052)"
3267,31f6e720-2d8f-45b8-93f9-427616a24103,P131,located in the administrative territorial entity,Swansea,Penclawdd,True,True,Q3381195,Q3381195,7845,"(51.6422258, -4.1048915)","(51.6195955, -3.9459248)"
3268,3cf7a96e-d2f9-432e-aa2f-4aa57a06683c,P131,located in the administrative territorial entity,Turkey,Osmaniye Province,True,True,Q281206,Q281206,7846,"(38.3313373, 28.4572337)","(38.9597594, 34.9249653)"
3269,a072ea06-f3a1-4c41-8026-723c7d6893f0,P131,located in the administrative territorial entity,California,Zenshuji,True,True,Q8069228,Q8069228,7847,"(43.1117275, 141.4191037)","(36.7014631, -118.755997)"
3270,72cd0a5c-e6f8-4f39-a3e6-587871d92e52,P131,located in the administrative territorial entity,Manhattan,Carnegie Deli,True,True,Q2894308,Q2894308,7848,"(40.7863029, -73.9524099)","(40.7814865, -73.95905442771002)"
3271,8b2a14df-837d-4f64-a5ef-2d5eb2974b83,P131,located in the administrative territorial entity,Queensland,Coomera River,True,True,Q5167634,Q5167634,7849,"(-27.9930182, 153.2234163)","(-22.1646782, 144.5844903)"
3272,3aebc548-c00c-4639-8695-f2f070a1e68e,P131,located in the administrative territorial entity,Victoria,Geelong Art Gallery,True,True,Q5529829,Q5529829,7850,"(-38.1471881, 144.3569601)","(-36.5986096, 144.6780052)"
3273,f7847187-e0ca-47cd-bdf6-b22088c69f23,P131,located in the administrative territorial entity,Texas,Coke County,True,True,Q108846,Q108846,7851,"(31.8695226, -100.5474369)","(31.2638905, -98.5456116)"
3274,a6f3d7c0-120c-4a1a-9306-ae17f27839ad,P131,located in the administrative territorial entity,Luton,Luton Airport,True,True,Q8712,Q8712,7852,"(51.87810155, -0.36642547440865236)","(51.89107295, -0.4230304076201782)"
3275,876523b9-2906-4019-8d1a-821c70329d39,P131,located in the administrative territorial entity,Halifax,Halifax City Hall,True,True,Q1352771,Q1352771,7853,"(44.648927, -63.57532485)","(44.648618, -63.5859487)"
3276,90ac8bda-ced9-47b4-87b1-2c0fe423ac15,P131,located in the administrative territorial entity,Montreal,Royal Montreal Golf Club,True,True,Q1420672,Q1420672,7854,"(45.49436245, -73.9050821018077)","(45.5031824, -73.5698065)"
3277,196234c4-3ce8-4ec2-b033-6782011c7a0a,P131,located in the administrative territorial entity,Syria,Hama Governorate,True,True,Q232355,Q232355,7855,,"(34.6401861, 39.0494106)"
3278,fe4dee13-4b93-494d-b5a4-e3666f85e5f8,P131,located in the administrative territorial entity,Burlington,WEZF,True,True,Q7949132,Q7949132,7856,"(44.5277452, -72.8159478)","(44.4761601, -73.212906)"
3279,b01ab7be-cdc0-41b7-bb69-3bc4c46b4de6,P131,located in the administrative territorial entity,Stuttgart,Porsche Museum,True,True,Q328623,Q328623,7857,"(48.8343287, 9.152480446463734)",
3280,3e2ade89-89a8-474a-8334-68743fe2e3c1,P131,located in the administrative territorial entity,California,San Francisco Conservatory of Music,True,True,Q2034815,Q2034815,7858,"(37.77553895, -122.42039410412397)","(36.7014631, -118.755997)"
3281,acf8f772-576c-4d25-b2b7-4bf57ac7d628,P131,located in the administrative territorial entity,Alabama,Alabama State University,True,True,Q941524,Q941524,7859,"(32.36334985, -86.29355107996977)","(33.2588817, -86.8295337)"
3282,970df93d-6981-4962-a69f-9dab6a9a5185,P131,located in the administrative territorial entity,Alabama,Alabama Theatre,True,True,Q4705348,Q4705348,7860,"(33.5148641, -86.80912443067106)","(33.2588817, -86.8295337)"
3283,e2f2b9bc-1da6-41f1-9cb9-544a02bc2891,P131,located in the administrative territorial entity,Arkansas,Ouachita National Forest,True,True,Q3079109,Q3079109,7861,"(34.7048981, -93.7404665825101)","(35.2048883, -92.4479108)"
3284,6424fa20-75b3-442b-949d-f49cf2eacbd6,P131,located in the administrative territorial entity,Brooklyn,Medgar Evers College,True,True,Q6805332,Q6805332,7862,"(40.66643605, -73.95805805093971)","(40.6526006, -73.9497211)"
3285,309130e2-6dd5-4e49-95a7-7ca2082dc649,P131,located in the administrative territorial entity,Pennsylvania,Pennsylvania Dutch Country,True,True,Q142318,Q142318,7863,"(40.1099387, -76.50470062369274)","(40.9699889, -77.7278831)"
3286,6b3ecd36-596e-468b-bb39-7942bc6de915,P131,located in the administrative territorial entity,Miami,Watson Island,True,True,Q9009720,Q9009720,7864,"(35.329901, -103.54273048444153)","(25.7741728, -80.19362)"
3287,89966e61-66cf-4abb-8497-d86f949ba88d,P131,located in the administrative territorial entity,Edinburgh,"New Club, Edinburgh",True,True,Q7006597,Q7006597,7865,,"(55.9533456, -3.1883749)"
3288,828af799-8aae-4fb5-8ef0-6b968337723a,P131,located in the administrative territorial entity,Montana,Yellowstone National Park,True,True,Q351,Q351,7866,"(44.6200885, -110.56068933143061)","(47.3752671, -109.638757)"
3289,d3e7d6a5-2b36-4ba5-8fbf-d3c9570ce540,P131,located in the administrative territorial entity,England,County of London,True,True,Q1137312,Q1137312,7867,"(37.1000973, -84.1148273)","(52.5310214, -1.2649062)"
3290,918a190d-ac20-43f1-9025-6bf75c50464e,P131,located in the administrative territorial entity,Missouri,Honey War,True,True,Q388166,Q388166,7868,"(8.2936651, -62.7352966)","(38.7604815, -92.5617875)"
3291,b70f8675-a6ea-4ad6-8ea3-f942618c4e07,P131,located in the administrative territorial entity,Florida,Paynes Prairie,True,True,Q917104,Q917104,7869,"(29.5834299, -82.31513682090275)","(27.7567667, -81.4639835)"
3292,75b81d93-8786-4c8b-943a-9e088cca172f,P131,located in the administrative territorial entity,Lancaster,Clipper Magazine Stadium,True,True,Q5134375,Q5134375,7870,"(40.04877735, -76.31009371875916)","(40.08067, -76.2411283)"
3293,af9eb739-118c-4b43-87fa-819733c0f991,P131,located in the administrative territorial entity,Colorado,Longs Peak,True,True,Q1317383,Q1317383,7871,"(40.2548911, -105.6152347)","(38.7251776, -105.607716)"
3294,101c7aac-322b-4e5e-8f42-70cf7b4b534c,P131,located in the administrative territorial entity,Miami,Brickell Key,True,True,Q4965978,Q4965978,7872,"(25.7673491, -80.1850142)","(25.7741728, -80.19362)"
3295,ca28a116-78b5-48d3-84f5-023cf9de195a,P131,located in the administrative territorial entity,Leicester,Welford Road Stadium,True,True,Q1210262,Q1210262,7873,"(52.6241538, -1.1330024272480803)","(52.6362, -1.1331969)"
3296,c88293a9-7d4a-4908-8368-d5c0c2aa0936,P131,located in the administrative territorial entity,Greenland,Air Alpha Greenland,True,True,Q4697728,Q4697728,7874,,"(77.6192349, -42.8125967)"
3297,206198b6-1965-4003-b48a-8610bb5e7846,P131,located in the administrative territorial entity,Leeds,Leeds Beckett University,True,True,Q2392351,Q2392351,7875,"(53.826144150000005, -1.5933537200236456)","(53.7974185, -1.5437941)"
3298,c2a41fdb-0b57-4067-b6f5-29c1d1a95ae6,P131,located in the administrative territorial entity,Northumberland,Ford Castle,True,True,Q4185866,Q4185866,7876,"(55.6314133, -2.0900635997868418)","(55.25, -2.000559)"
3299,0fc44227-30ad-4a64-89ad-28d4a3705dc8,P131,located in the administrative territorial entity,Melbourne,Shire of Nillumbik,True,True,Q175701,Q175701,7877,"(-37.6147785, 145.24629178928052)","(-37.8142454, 144.9631732)"
3300,0ecdb7c0-3469-4336-b4a7-6495d5024389,P131,located in the administrative territorial entity,Angola,Malanje Province,True,True,Q219072,Q219072,7878,"(-9.535332, 16.9364293)","(-11.8775768, 17.5691241)"
3301,0df2b016-a7ff-400f-bc37-382455ca8c4f,P131,located in the administrative territorial entity,Munich,National Theatre Munich,True,True,Q707679,Q707679,7879,"(48.1396162, 11.579513288504806)","(48.1371079, 11.5753822)"
3302,75fa8996-0096-43c4-afde-6fa0cf9c7e1b,P131,located in the administrative territorial entity,Moscow,Dorogomilovo District,True,True,Q2358875,Q2358875,7880,"(55.7398697, 37.5365271)","(55.625578, 37.6063916)"
3303,c6d20d6f-f20d-408c-b588-22c65e0891ef,P131,located in the administrative territorial entity,Nevada,North Las Vegas Airport,True,True,Q5807775,Q5807775,7881,"(36.2101116, -115.19604695661889)",
3304,f61b96f7-8004-43e7-98fb-6ba7ef84c023,P131,located in the administrative territorial entity,Armenia,Vayots Dzor Region,True,True,Q200124,Q200124,7882,"(39.8098348, 45.0664987)","(40.7696272, 44.6736646)"
3305,35e1442b-0cf4-4295-943e-7131d6ee7dbc,P131,located in the administrative territorial entity,Maryland,Maryland Route 100,True,True,Q2448222,Q2448222,7883,"(49.881743, -97.16134331661857)","(39.5162401, -76.9382069)"
3306,67df312b-4d9b-4e0c-9a12-666b499ef88f,P131,located in the administrative territorial entity,Gujarat,Limbdi,True,True,Q715228,Q715228,7884,"(22.5674, 71.8062)","(22.3850051, 71.745261)"
3307,69c97f40-0727-4bcc-bbcf-a9bb2a47a6d2,P131,located in the administrative territorial entity,Pennsylvania,Pennsylvania Route 611,True,True,Q1498898,Q1498898,7885,"(40.922194, -75.0908681)","(40.9699889, -77.7278831)"
3308,f724d1cb-5439-4739-9151-5c8a4051405f,P131,located in the administrative territorial entity,Nebraska,Wildcat Hills,True,True,Q8001013,Q8001013,7886,"(41.8421429, -113.0180426)","(41.7370229, -99.5873816)"
3309,b1de1eb8-fab5-4c80-a90b-7cd706c7bb81,P131,located in the administrative territorial entity,Massachusetts,Taunton River Watershed,True,True,Q14715877,Q14715877,7887,"(41.85869165, -70.91200905497652)","(42.3788774, -72.032366)"
3310,8b517916-6daa-42e6-b385-d145e4b4209d,P131,located in the administrative territorial entity,Ontario,Woodbine Racetrack,True,True,Q3135941,Q3135941,7888,"(43.71234365, -79.60282160178491)","(50.000678, -86.000977)"
3311,98f152c5-0901-48ed-9e2a-24732e06035a,P131,located in the administrative territorial entity,Istanbul,Sultan Ahmed Mosque,True,True,Q80541,Q80541,7889,"(41.0054279, 28.976649668061235)","(41.0766019, 29.052495)"
3312,e9d751d8-ca88-4d97-a8b7-7213b8665c4d,P131,located in the administrative territorial entity,Detroit,Neighborhoods in Detroit,True,True,Q3406514,Q3406514,7890,,"(42.3315509, -83.0466403)"
3313,45b14f37-b694-4ddd-90ab-21964fba8982,P131,located in the administrative territorial entity,Montana,Bitterroot Mountains,True,True,Q879008,Q879008,7891,,"(47.3752671, -109.638757)"
3314,13457dd7-5d15-40f2-85b3-87c044bdc09d,P131,located in the administrative territorial entity,Massachusetts,Camp Myles Standish,True,True,Q5027440,Q5027440,7892,,"(42.3788774, -72.032366)"
3315,c278f227-07f7-4b50-a573-b57cc6a59620,P131,located in the administrative territorial entity,Philadelphia,Lincoln Financial Field,True,True,Q1052370,Q1052370,7893,"(39.9009099, -75.16748915605905)","(39.9527237, -75.1635262)"
3316,a909f6b6-47b5-4cab-87cd-f838d36b6dff,P131,located in the administrative territorial entity,Mexico,Tlaquepaque,True,True,Q155277,Q155277,7894,"(20.6397718, -103.3120428)","(23.6585116, -102.0077097)"
3317,095269fc-93c2-4283-bac9-c41d138bf6c4,P131,located in the administrative territorial entity,Ontario,Lakeridge Health Oshawa,True,True,Q6478923,Q6478923,7895,"(43.9057235, -78.86924334582326)","(50.000678, -86.000977)"
3318,262c710d-672d-49f9-8ad0-576eb2e6f185,P131,located in the administrative territorial entity,Oxfordshire,Shippon,True,True,Q7498088,Q7498088,7896,"(51.6832864, -1.302576643739691)",
3319,c026c59f-04fd-4305-924b-28750287a215,P131,located in the administrative territorial entity,Highland,Lochaline,True,True,Q1867307,Q1867307,7897,"(56.5361387, -5.7768981)","(57.5066357, -5.0038367)"
3320,3e9d27f7-c63d-4dab-814a-f2e0a0658f56,P131,located in the administrative territorial entity,Kolkata,"Medical College and Hospital, Kolkata",True,True,Q3348933,Q3348933,7898,"(22.563730200000002, 88.37043780225628)","(22.5726459, 88.3638953)"
3321,c46e5f9a-f53a-41bd-9bbb-6558144a65d6,P131,located in the administrative territorial entity,Oregon,Interstate 82,True,True,Q94885,Q94885,7899,"(37.0596444, -101.9996568)","(43.9792797, -120.737257)"
3322,40b5da8e-9430-4bee-aa4f-1e3bbc804c5b,P131,located in the administrative territorial entity,Shropshire,Telford and Wrekin,True,True,Q1425298,Q1425298,7900,"(52.72144515, -2.500862391509079)","(52.65233935, -2.7958678599236624)"
3323,1bf51e57-f8ea-4a21-817e-272f8f0c07e4,P131,located in the administrative territorial entity,Chicago,Everleigh Club,True,True,Q5417289,Q5417289,7901,,"(41.8755616, -87.6244212)"
3324,1dc94312-9c64-4ba4-963b-e18a7eeb2d3c,P131,located in the administrative territorial entity,Florida,McKinley Climatic Laboratory,True,True,Q14686203,Q14686203,7902,,"(27.7567667, -81.4639835)"
3325,7c502ff3-24a4-4844-a9a5-a233b4de6186,P131,located in the administrative territorial entity,Illinois,Interstate 255,True,True,Q1072017,Q1072017,7903,"(38.726473, -90.035349)","(40.0796606, -89.4337288)"
3326,82186eaa-7452-48b1-a4cc-c22de8bd1989,P131,located in the administrative territorial entity,Victoria,Latrobe River,True,True,Q1500022,Q1500022,7904,"(-38.1568234, 146.4337769)","(-36.5986096, 144.6780052)"
3327,a9b5dd3e-d82b-452d-8be6-f65e0d9ccd83,P131,located in the administrative territorial entity,Florida,Florida International University,True,True,Q1065809,Q1065809,7905,"(25.7553898, -80.3762832779774)",
3328,f1e8ae78-439d-4139-93f4-34f8218ada7f,P131,located in the administrative territorial entity,Maryland,Buckeystown,True,True,Q616192,Q616192,7906,"(39.3329309, -77.4324408)","(39.5162401, -76.9382069)"
3329,60d5cebb-2f8a-4aab-a663-c35a611978db,P131,located in the administrative territorial entity,Assam,Jatinga,True,True,Q3827773,Q3827773,7907,"(25.116479, 92.8803546)","(26.4073841, 93.2551303)"
3330,693159a0-7fb2-4ae6-88f1-8d11d188908e,P131,located in the administrative territorial entity,Manhattan,Spuyten Duyvil Bridge,True,True,Q7581637,Q7581637,7908,"(40.8782402, -73.92565929659557)","(40.7814865, -73.95905442771002)"
3331,02d4ccaa-21fc-4739-b933-5a8e38576992,P131,located in the administrative territorial entity,Catalonia,Portbou,True,True,Q7165,Q7165,7909,"(42.4274333, 3.1588785)","(41.8523094, 1.5745043)"
3332,f7cc01d1-abed-4457-a38e-b01405ea7b79,P131,located in the administrative territorial entity,Oslo,Oslo Central Station,True,True,Q1410317,Q1410317,7910,"(59.9110251, 10.7531379)","(59.9133301, 10.7389701)"
3333,8a0fbd0e-5726-4a2a-bc05-df8922d10d2d,P131,located in the administrative territorial entity,Burlington,University of Vermont,True,True,Q1048898,Q1048898,7911,"(44.4737365, -73.19414679705882)","(44.4761601, -73.212906)"
3334,5cb67209-547b-4d75-9b4b-d51336c319a2,P131,located in the administrative territorial entity,Victoria,Sturt Highway,True,True,Q916940,Q916940,7912,"(-34.1709861, 142.1815503)","(-36.5986096, 144.6780052)"
3335,c4514688-c7e2-44df-b90d-2a6d046c7820,P131,located in the administrative territorial entity,Manhattan,Gracie Mansion,True,True,Q3025091,Q3025091,7913,"(40.77609485, -73.94307866087031)","(40.7814865, -73.95905442771002)"
3336,cda9788e-38af-437c-9584-da8d183acf8b,P131,located in the administrative territorial entity,Louisiana,Jennings,True,True,Q2461688,Q2461688,7914,"(38.9957749, -85.6359201)","(30.8703881, -92.007126)"
3337,039dd594-1f01-4801-909c-b864dbf8f89e,P131,located in the administrative territorial entity,Massachusetts,Naval Air Station South Weymouth,True,True,Q3016279,Q3016279,7915,"(42.1552849, -70.9462395)","(42.3788774, -72.032366)"
3338,3f4b1dad-860a-4fc8-83ae-57ee78bebf83,P131,located in the administrative territorial entity,Ukraine,Mykolaiv Oblast,True,True,Q181633,Q181633,7916,"(47.3886032, 31.9442334)","(49.4871968, 31.2718321)"
3339,5f9072dd-2560-4237-b819-29f749caabba,P131,located in the administrative territorial entity,Manhattan,70 Pine Street,True,True,Q262041,Q262041,7917,,"(40.7814865, -73.95905442771002)"
3340,a03ecc8a-f324-426c-85b0-5aef5b3720bc,P131,located in the administrative territorial entity,Philippines,Bicol Region,True,True,Q13662,Q13662,7918,"(13.100588, 123.52313310936306)",
3341,22b1e3da-93ad-4ee5-95aa-66dbef305a1f,P131,located in the administrative territorial entity,Bulgaria,Kyustendil Province,True,True,Q1112985,Q1112985,7919,,"(42.6073975, 25.4856617)"
3342,231b916a-eec2-42f5-a7ae-ae5ce71b1ebb,P131,located in the administrative territorial entity,Manchester,Manchester Central Convention Complex,True,True,Q6747302,Q6747302,7920,,"(53.4794892, -2.2451148)"
3343,eef55205-a7df-49b5-b800-21b78c412d9c,P131,located in the administrative territorial entity,Wiltshire,Calstone Wellington,True,True,Q5023969,Q5023969,7921,"(51.4154044, -1.9630771)","(51.25, -1.916667)"
3344,9e12066b-c03d-40e6-a1c1-0cf9b25acec6,P131,located in the administrative territorial entity,Oregon,U.S. Route 20 in Oregon,True,True,Q2494168,Q2494168,7922,,"(43.9792797, -120.737257)"
3345,5e565a9a-fe2d-43fd-9b7f-2dbf722da180,P131,located in the administrative territorial entity,Romania,Vrancea County,True,True,Q182778,Q182778,7923,"(45.69374740000001, 27.191002915679192)","(45.9852129, 24.6859225)"
3346,a6b66d88-e0fd-4763-bf43-bccab1f41888,P131,located in the administrative territorial entity,Kuwait,Capital Governorate,True,True,Q1046645,Q1046645,7924,,"(29.2733964, 47.4979476)"
